Graph 0
27 59 30 57 38 73 88 22 19 56 80 15 93 84
15, 88
15, 25
15, 33
15, 17
86, 88
86, 50
86, 36
86, 33
86, 37
86, 74
86, 42
86, 28
86, 17
19, 25
19, 50
19, 36
19, 28
19, 1
19, 17
19, 78
88, 1
88, 17
56, 41
56, 50
56, 32
56, 74
56, 42
56, 17
56, 78
25, 50
25, 33
25, 37
25, 32
25, 74
25, 1
41, 50
41, 33
41, 42
41, 1
50, 36
50, 33
50, 37
50, 74
33, 37
37, 74
37, 1
32, 42
32, 28
32, 1
32, 17
32, 78
74, 42
74, 1
1, 17
Graph 11
43 96 95 36 31 3 94 79 39 52 4 92 75 65 81 69 85 1 93 8
43, 96
43, 95
43, 31
43, 3
43, 79
43, 4
43, 85
43, 8
96, 81
96, 85
95, 39
95, 92
95, 75
95, 65
95, 8
36, 79
36, 75
36, 85
31, 4
31, 92
31, 75
31, 69
31, 93
3, 92
3, 65
3, 81
3, 85
3, 1
94, 39
94, 4
79, 52
39, 52
52, 81
52, 69
52, 93
4, 75
4, 65
4, 69
4, 8
92, 1
75, 69
75, 93
65, 1
65, 93
65, 8
81, 69
69, 1
Graph 12
64 3 17 58 13 98 91 40 54 19 44 63 79 7 67 51
64, 13
3, 91
3, 19
3, 44
3, 7
17, 58
17, 40
17, 54
17, 63
17, 79
17, 7
58, 13
58, 98
58, 91
58, 40
58, 54
58, 79
58, 7
13, 91
13, 40
13, 51
98, 91
98, 79
91, 40
91, 54
91, 63
40, 19
40, 7
40, 67
40, 51
54, 19
54, 44
54, 63
54, 51
19, 67
44, 79
79, 7
7, 67
Graph 13
98 58 23 17 3 19 12 41 43 27 29 94 2 71 42 38 86 53 90
98, 17
98, 41
98, 27
98, 29
98, 2
58, 29
58, 71
58, 42
58, 53
58, 90
23, 19
23, 12
23, 42
17, 12
17, 41
17, 27
17, 29
17, 94
17, 2
17, 71
17, 42
17, 53
3, 19
3, 43
3, 29
3, 71
3, 38
3, 86
3, 90
19, 12
19, 43
19, 94
19, 42
19, 38
12, 43
12, 94
12, 71
12, 42
12, 38
41, 90
27, 94
27, 42
27, 53
29, 2
29, 42
29, 53
29, 90
94, 2
94, 86
94, 90
2, 86
71, 38
71, 53
42, 86
38, 53
Graph 14
24 65 80 41 89 75 61 22 82 86 18 72 42 43 71 4 15 51
24, 41
24, 89
24, 72
24, 43
24, 51
65, 18
65, 51
80, 41
80, 75
80, 61
80, 22
80, 82
80, 72
80, 42
80, 43
80, 71
80, 15
80, 51
41, 22
41, 51
89, 61
89, 22
89, 72
75, 61
75, 86
75, 72
75, 42
75, 43
75, 71
75, 4
75, 15
61, 86
61, 42
61, 15
61, 51
82, 71
82, 4
82, 15
82, 51
86, 51
18, 71
18, 15
18, 51
72, 71
72, 4
72, 51
42, 71
42, 15
43, 4
71, 15
4, 51
Graph 15
84 32 2 9 70 48 1 62 61 52 63
32, 2
32, 61
32, 52
2, 62
2, 52
2, 63
9, 70
9, 48
9, 62
70, 48
70, 62
48, 61
48, 52
48, 63
1, 61
61, 52
Graph 16
81 31 90 50 64 34 70 22 9 55 84 91 96 68 58 15 63 83 45 52
81, 64
81, 22
81, 9
81, 91
81, 58
81, 15
81, 83
81, 52
31, 50
31, 34
31, 84
31, 58
31, 83
90, 64
90, 70
90, 55
90, 84
90, 58
50, 70
50, 9
50, 55
50, 84
50, 91
50, 68
50, 58
50, 83
64, 22
64, 58
64, 15
34, 84
34, 45
70, 84
70, 96
70, 58
70, 52
22, 84
22, 91
22, 68
22, 58
22, 52
9, 84
9, 91
9, 15
9, 52
55, 68
84, 58
91, 96
91, 68
96, 58
68, 58
58, 83
Graph 17
14 28 25 21 47 63 31 64 39 32 4 44 26 79 1 53 30 97 60 15
14, 31
14, 39
14, 32
14, 44
14, 1
14, 30
14, 97
14, 60
28, 64
28, 4
28, 60
25, 47
25, 39
25, 26
25, 1
25, 53
21, 31
21, 32
21, 97
21, 60
21, 15
47, 63
47, 32
47, 4
47, 44
47, 97
47, 60
63, 39
63, 4
63, 26
63, 79
63, 97
63, 60
31, 64
31, 4
31, 44
31, 26
31, 1
31, 97
64, 4
64, 44
64, 97
64, 60
64, 15
39, 32
39, 97
32, 4
32, 26
32, 1
32, 53
4, 1
4, 60
44, 79
44, 1
44, 60
26, 97
79, 15
1, 60
1, 15
53, 97
53, 60
97, 15
Graph 18
10 45 6 65 60 70 51 25 89 81 66 86 19 41 18 26 61
10, 6
10, 60
10, 89
10, 81
10, 66
10, 19
10, 41
10, 26
45, 66
45, 41
45, 18
45, 61
6, 65
6, 25
6, 81
6, 18
65, 51
65, 89
65, 61
60, 25
60, 81
60, 66
60, 41
60, 26
60, 61
70, 25
70, 86
70, 26
51, 25
51, 81
51, 26
51, 61
25, 18
89, 66
89, 86
81, 66
81, 18
81, 61
66, 18
86, 41
19, 26
19, 61
41, 26
41, 61
18, 26
18, 61
Graph 19
61 31 29 27 80 44 25 89 78 9 12 35 54 3 34 49 52 47 82
61, 29
61, 12
61, 52
31, 29
31, 44
31, 35
31, 34
29, 25
29, 12
29, 3
29, 47
27, 54
27, 49
80, 25
80, 52
80, 47
44, 12
44, 3
44, 49
25, 78
25, 3
25, 47
25, 82
89, 78
89, 9
89, 54
89, 52
78, 9
78, 3
9, 49
9, 47
35, 52
54, 34
54, 49
54, 82
3, 52
3, 47
47, 82
Graph 20
90 66 8 93 62 75 47 38 86 98 85 14 1 43 28 9
90, 66
90, 43
90, 28
66, 47
66, 98
66, 1
66, 9
8, 38
8, 86
8, 14
8, 28
93, 98
93, 14
62, 75
62, 47
62, 38
62, 86
62, 85
62, 14
62, 1
75, 38
75, 1
75, 28
47, 38
47, 43
47, 9
38, 9
86, 85
86, 9
85, 9
14, 1
14, 9
1, 28
1, 9
43, 28
43, 9
Graph 21
74 24 5 59 97 65 76 93 95 90 13 33 41 39 43 68 99 85 45
74, 93
74, 43
74, 99
74, 85
24, 5
24, 59
24, 90
24, 43
24, 45
5, 90
5, 33
5, 41
5, 99
59, 65
59, 95
59, 33
59, 41
97, 76
97, 43
65, 93
65, 99
76, 93
76, 39
76, 45
93, 95
93, 13
93, 33
93, 41
93, 68
93, 99
93, 85
95, 90
95, 33
95, 45
90, 13
90, 43
13, 39
13, 68
33, 41
33, 39
33, 43
41, 43
39, 68
39, 99
43, 85
Graph 22
25 7 40 70 50 60 32 26 67 58 57 21 92
25, 40
25, 60
25, 26
7, 57
7, 92
40, 70
40, 32
40, 26
40, 67
40, 92
70, 32
70, 67
70, 57
70, 21
50, 32
50, 26
50, 58
60, 26
32, 57
32, 92
67, 57
67, 92
Graph 23
44 5 91 82 15 66 87 12 61 33 75 46 38 62 20 48
44, 12
44, 61
44, 33
44, 62
5, 91
5, 15
5, 66
5, 61
5, 46
91, 82
91, 87
91, 62
82, 15
82, 12
82, 33
82, 46
82, 48
15, 48
66, 33
66, 46
66, 38
66, 62
66, 20
87, 75
87, 62
12, 61
12, 46
12, 62
61, 33
61, 75
61, 38
33, 38
33, 20
33, 48
75, 48
46, 38
46, 20
46, 48
Graph 24
9 11 6 41 47 18 32 13 78 73 54 12 64 15 7 89
9, 41
9, 64
9, 7
9, 89
11, 6
11, 13
11, 78
11, 12
11, 7
11, 89
6, 13
6, 54
6, 15
6, 89
41, 13
41, 54
41, 15
41, 7
47, 32
47, 73
47, 54
47, 64
47, 89
18, 64
18, 15
32, 13
32, 73
32, 12
32, 64
78, 54
78, 12
78, 15
78, 7
73, 54
54, 12
64, 15
15, 89
Graph 25
44 58 18 95 4 60 96 3 45 12 79 86 5 55 7 51 38 39 64
44, 12
44, 5
44, 7
58, 60
58, 3
58, 45
58, 12
58, 86
58, 39
58, 64
18, 96
18, 12
18, 79
18, 86
18, 55
18, 39
18, 64
95, 3
95, 38
4, 86
4, 55
4, 38
60, 3
60, 86
60, 38
60, 39
96, 3
96, 5
96, 39
3, 45
3, 38
3, 39
12, 38
12, 64
79, 5
79, 38
79, 39
86, 55
86, 51
86, 38
86, 39
55, 64
7, 51
51, 39
Graph 26
70 8 50 57 86 34 1 9 85 67 24 62
70, 8
70, 86
70, 34
70, 67
70, 24
8, 50
8, 86
8, 1
50, 34
57, 86
57, 24
57, 62
86, 85
86, 67
34, 9
34, 62
1, 24
9, 62
67, 24
Graph 27
36 57 86 79 84 22 88 29 35 15 92 69 70 58 55 31
36, 57
36, 92
36, 70
36, 58
36, 55
57, 84
57, 29
57, 35
57, 69
57, 55
86, 35
86, 55
86, 31
79, 55
84, 22
84, 88
84, 31
22, 29
22, 55
88, 92
88, 55
29, 69
29, 58
29, 55
35, 69
35, 58
35, 55
15, 69
15, 31
92, 69
92, 70
70, 31
Graph 28
33 79 53 92 45 18 85 3 66 87 1 63 48 15 32
33, 92
33, 18
33, 87
79, 45
79, 1
79, 48
53, 45
53, 18
53, 66
53, 63
53, 15
92, 1
92, 63
45, 18
45, 1
45, 63
18, 66
18, 15
85, 87
85, 63
85, 48
85, 15
66, 1
66, 48
66, 15
66, 32
87, 1
87, 15
1, 32
63, 48
Graph 29
3 66 79 28 85 44 4 86 99 1 21 23 61
3, 85
3, 44
3, 99
3, 23
66, 85
66, 4
66, 99
79, 28
79, 61
28, 85
28, 44
28, 86
85, 1
85, 21
44, 86
44, 99
44, 1
44, 23
4, 1
86, 23
86, 61
1, 23
21, 23
21, 61
